,comment,username
30,"<a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m31s"">3:31</a> Way to go, Animal!",ThomasLover 2000
31,I would liked it better if Max turned Hopper over to the FBI,Forrest Dupre
32,Why did animal shrunk very giant,Toyshl2001 Cole Piersall
33,"Part of me wishes they had redeemed Hopper in a sense,  had him go away, and leave them in peace. Because I want to beleive everyone is redeemable.  The other part of knows how certain people in the world are and they never seem to learn. So it&#39;s great realism you don&#39;t expect in a Muppets film.",Bethany 1989 Subliminals
34,"<a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=1m14s"">1:14</a> Hopper what&#39;s the matter with you? You gotta be crazy chasing halfway across the country.<br><br><br>Actually across the USA Kermit",Tyler Wheeler
35,😯 you understand beaker when he said only temporary,Andrew Garcia
36,Defeat of Doc Hopper we never about the doc hopper frog legs<br>Kev : i&#39;m calling the police then arrested you doc hopper<br>Policeman : all right mr doc hopper you under you arrest<br>Kev : we never doc hopper frog legs bescause i hate it and now i like about KFC french fries i love fries.,Kevin Pascual
37,"Annnnnd, that was the moment my megalophobia started!",lady dulayne
38,I feel the climax of Mamoru Hosoda’s Belle would have been way better if it took notes from Kermit and Hopper’s stand off in this movie.,Tavvy Prods
39,The Muppet Movie - Muppets Most Wanted<br>What&#39;s a Muppet movie without having that wall clock noticed in the background? It was used in the 12th overall movie in the sequel when it chimes very similar like the one in London when Mrs Piggy was going to marry the wrong frog Constantine.,SrhKane
40,THE MUPPET MOVIE 1979 VS 101 DALMATIANS 1996 🎥,Steve Suek
41,"Me: Congratulations, Animal ! You have saved the day",Derrick Lee
42,"Me: Be scared 😨 on <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m25s"">3:25</a>, Max and don&#39;t laugh.",Derrick Lee
43,Kermits a G he looked at that man and said if you gonna shoot me then shoot me,Harley J. Knight
44,Animal must have eaten the entire jar of those insta-grow pills!,Wayne MacFarland
45,"Way to go, Animal! Those insta-grow pills really did the trick!",Wayne MacFarland
46,"It&#39;s like when you own a dog and someone is arguing with you about something but your dog comes running by with a stick and wacks them in the legs. Your dog doesn&#39;t know they&#39;re your hero or they just saved the day, but it was hilarious anyway.",Christine Egan
47,"I wish we all had an animal to protect us.  The scream at <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m25s"">3:25</a> is my ring tone.",Melanie Englert
48,"Hopper what&#39;s the matter with you, you gotta be crazy chasing me halfway across the country, why are you doing this to me?<br><br>Cause all my life I wanted to order 1000 frog leg restaurants and you&#39;re the key, greenie.",Alex Tavales the Muppet Maniac
49,Way to go animal 👍,Chan Man Yi
50,The only complaint I have about this movie is that when huge Animal scared away Doc and his men Max should&#39;ve gone with Kermit and the rest of the Muppets to Hollywood,David Breen
51,Doc Hopper might be the best villain ever in a muppet movie I would&#39;ve been cool if he made a come back in the 2011 movie the muppets,Blu and Jewel
52,R.I.P. CHARLES DURNING EXCELLENT ACTOR,Jonathan Funnell
53,The very first line is a joke about viagra 😂,AmyHoj
54,Scooter: Hey Kermit here comes Doc Hopper!,Michala Johnson
55,"<a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m03s"">3:03</a> Giant Animal.",Red Fraggle Productions
56,RIP Charles Durning he was a good actor.,Alex Tavales the Muppet Maniac
57,"If it wasn’t for Animal, they could have blown the cotton stuffing out of Kermit.",Ryan Dalton
58,Max just saw Kermit dance and have fun he didn&#39;t want Doc Hopper over there to kill him he just wanted him to watch it along with him,MarioSonicPhillyFan700
59,"My favorite scene in the entire movie, in fact my all time favorite 70s movie 🎥🍿",Death THunder Studios
60,"This scene shows the truth in the world. That there are awful people in the world, people who are willing to get their hands dirty to get what they want and don&#39;t care one single bit of what people think of them.",Juan Risa
61,Yahoo to Animal! Hooray to Max for cheering Animal on!,Laraine Smith
62,Kermit&#39;s first words were &#39;hopper what&#39;s the matter with yoy&#39; lmao,The Malcah TwinZ
63,"I once had a Dachshund named Max, and he and I were best buds",Mark Huse
64,"And after Doc Hopper and his men ran away, we never heard from him again.",Evan Wilson
65,God bless you Kermit,"Justin ""QUAYLE"" Pate"
66,"The Muppet Movie was directed by James Frawley, not Jim Henson.",Yosef Demby
67,"You Did it, Animal!",Ava Godfrey
68,"Animal is my favourite Muppet character followed by Beaker, Waldolf and Statler, Fozzie Bear and Kermit.",rstein926
69,I love this one,Pastor Bob Gill
70,"<a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m11s"">3:11</a> Animal saves the day. He ate a whole jar of dr bunsen&#39;s instant-growth pills causing him to grow into a giant! 😆",Paul Macartney
71,Maaax...? 😣,Frank Dodd
72,High noon,Joshua Johnson
73,If hopper kills him He won’t have a dancing frog anyway,Joshua Johnson
74,One of my favorite parts of the movie: Animal saves the day!,Patricia McClain
75,Bunson and Beaker are my favorite muppets haha 😁,Thomas Baron
76,I love Max&#39;s reaction to Animal here LOL 😆,Thomas Baron
77,"The Muppets (2011): One of the best Muppet movies of all time.<br><br>The Muppet Movie (1979): Are you sure about that, guys?",Vampire Fan 1992
78,this used to scare the shit outta me,Rukasumi
79,Originally they wanted to do this with a miniature but Jim insisted on a large puppet,Mxyzptlksac
80,Are we gonna settle this like men or like muppets,Spider-Jerk Productions
81,Technically Bunsen and beaker are also kind of heroes because you’re the ones who made the pills,Higbee Productions
82,"Animal saves the day. Scares Doc Hopper and his minions including Snake, but Max laughs.<br><br>That’s one of the reasons why I love Animal.",Samantha Rodriguez
83,"<a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=0m03s"">0:03</a><br>You can see what Animal&#39;s planning already<br><a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m03s"">3:03</a><br>And it Worked!",Bowling Dude
84,"<a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m35s"">3:35</a> stampy?",Iamaplanet
85,The fact that that enormous Animal head is real and not CGI shows how amazingly put together this movie is,Harper Craven
86,"Bye-bye Doc Hopper <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m38s"">3:38</a>",Ryan Swanson
87,"Snake Walker lost his hat <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m31s"">3:31</a>",Ryan Swanson
88,"Run away you cowards <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m29s"">3:29</a>",Ryan Swanson
89,"I&#39;m sure if Sweetums didn&#39;t get left behind, he would be more bigger and more scarier if he took an insta-grow pill to scare away Doc Hopper and his henchmen.",afriendofbean
90,"The ground is shaking <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=2m54s"">2:54</a>",Ryan Swanson
91,Beaker send some of the crocodile flood westward.....,Yautja Scorpion
92,"Beaker slays me at <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=0m08s"">0:08</a>",jmuduke99
93,This is peak Beaker.<br>&quot;ahhey emporary&quot; is the best.,tofu mike
94,"I&#39;d say, Animal would give Doc Hopper a taste of his own medicine!",CVC 2006
95,Trading Kings,tan green
96,I love Jim Henson&#39;s cameo as one of Doc Hopper&#39;s goons. I wish the movies had more on-camera appearances of the Muppet performers like we see in this one.,Bobsheaux
97,Hopper’s a dick. He never got what he deserved.,ErectileReptile
98,"Top 10 anime climaxes <a href=""https://www.youtube.com/watch?v=aHXxveJTJoE&amp;t=3m02s"">3:02</a>.",tomas garza
99,"&quot;Hopper, whats the matter with you? You&#39;re gonna be crazy chasing me half way across the country. Why are you doing this to me?&quot;",Paul Macartney
