comment,Emotion,Score,Mapped_Emotion
"WOAH. That scene in his daughters bed was REAL. You know kids have to like being around you to actually want to be and you can see who either hates or loves the kids. In that scene he shows his cars and softness with her and it seems so real with the zen the kid is in by not thinking of anything much but just being her kid self dreaming and just infatuated with the flower @<a href=""https://www.youtube.com/watch?v=SEgUpU_AFKA&amp;t=5m10s"">5:10</a> she is staring at it! Look at the eyes just admiring the flower you’ll see what I mean. George is so worried about his daughter and the energy in this whole incident is heart warming because it was real! It was from the heart!",2,0.7191898822784424,love
Wowww! This scene you learn so many lessons. He cares but is bottled up with experiences yet to be talked about and things on his mind yet to share his feelings to. at least that’s what he thinks because everyone still loves him but he is so down on himself and in such a negative state of mind he doesn’t see the good anymore,2,0.9315723776817322,love
"<a href=""https://www.youtube.com/watch?v=SEgUpU_AFKA&amp;t=5m36s"">5:36</a> The scene in Home Alone 2 but was in Spanish",1,0.4014383852481842,joy
Here&#39;s a question I don&#39;t know if anyone asked. Why were Zuzu and the other kids in School on Christmas Eve? Was that common back then?,2,0.7535015940666199,love
"&quot;Oh MISTER Welch. Okay that&#39;s fine, Mr. Welch. Give me a chance to tell you what I REALLY think of your wife!&quot; <br>😂😂😂😂",2,0.6821113228797913,love
I love how tender and sweet he is with Zuzu in spite of his shaky mental state. It shows what a great father he is.,2,0.8971749544143677,love
"Can I just point out how good of a wife, friend, and mother Mary is to her husband and children? As soon as her husband came home she greeted him warmly, chatted brightly to him about her day and the kid’s days and the holidays, and showed concern for him when it was quite obvious he was deeply upset about something. This is how every partner should treat their significant other.",2,0.9014561176300049,love
If you’re a father and this scene doesn’t bring tears to your eyes something is wrong with you.,2,0.8415181636810303,love
the acting is class,1,0.36261075735092163,joy
"Clarence knew, as we did in 1st scene where 2 twinkling stars , w/rep &quot;Boss angel&quot; telling &quot;insecure, childlike, &amp; thus very-extra-worried /wingless Angel in training &quot; Clarence that:1) He MUST go 2 earth 2 SUCCESSFULLY save this HUGELY LOVED/much needed/selflessly kind hero-<del>poor George--f/ his &quot;deep</del> despair-&amp; FAMILY LOVE -based&quot; awful/tragic/100% WRONG AND pointlessly unnecessary  plan 2 end his life. ESP bc of WHY: To save others...as per always. Bc he was willing 2 die 4 the life ins $ he felt his family would need so badly just 2 survive the poverty he thot would DEF DESTROY HIS FAMILY in near future. And Clarence knew his sweet/insecure/childlike  little wingless heart would have 2b as confident/effective/powerful as they could POSSIBLY become...if he&#39;s the kind of &quot;well-deserving 2b OFFICIAL/WINGED earth angel&quot; he&#39;d HAVE 2b 2 save a man as special/unique( but equally stubborn/hard 2 work with when he&#39;s passionate in his feelings/emotions) young man like poor, poor George Bailey. So poor, FRANTIC/self-doubting Clarence knows HE, HIS ANGEL-SKILLS, &amp; even his precious long-awaited wings , had 2 become MORE CONFIDENT/CAPABLE/POWERFUL than they&#39;d/he&#39;d ever had 2b ...2 save this challenge of a wonderful but very strong-minded &amp; very hopeless man George from making a TERRIBLE MISTAKE: ending his most precious gift--his wonderful life.😇👼🙏🏻🥰👍🙋‍♀️👋",2,0.8393605351448059,love
"<a href=""https://www.youtube.com/watch?v=SEgUpU_AFKA&amp;t=1m53s"">1:53</a> always makes me cry. When George hugs his son and Mary looks at him sensing something is wrong 😭😭",2,0.435929536819458,love
God this is the perfect movie. I love it so much. Not just for the nostalgia.,2,0.7073643207550049,love
Why was George being dramatic in front of his family?,2,0.5671110153198242,love
"Sheet music &quot;It&#39;s A Wonderful Life&quot; for piano solo:<br><a href=""https://youtu.be/m-SCPVuRcHg"">https://youtu.be/m-SCPVuRcHg</a>",1,0.5063093900680542,joy
"The way Mary said &quot;Hello, darling&quot; to George makes me say the same thing as her 😍",2,0.9289297461509705,love
This makes me cry :(,2,0.7901447415351868,love
&quot;why do we have all these kids? Answer: Because you couldn&#39;t stop F@cking.,2,0.7815240025520325,love
"When I was a kid watching this I thought &quot;man George needs to cool it!&quot;  But as a father now, I realize the stress of fatherhood of providing for the people you love and sacrificing what you love and want to do takes a toll on you.",2,0.9356458783149719,love
&quot;Give me a chance to tell you what I really think of your wife.&quot; Classic.,2,0.8180803060531616,love
"I really felt his pain. Losing your money, facing jail time and dealing with 4 nagging kids, I would have a mental breakdown too. But, it&#39;s better to just go outside or go upstairs to your room and throw a fit there. Don&#39;t trip out in front of the kids.",2,0.7641491293907166,love
George is loosing his cool.,1,0.5226362347602844,joy
It’s really hard to not cry while watching this,2,0.8609689474105835,love
"<a href=""https://www.youtube.com/watch?v=SEgUpU_AFKA&amp;t=1m05s"">1:05</a>",1,0.4330221116542816,joy
"<a href=""https://www.youtube.com/watch?v=SEgUpU_AFKA&amp;t=1m04s"">1:04</a>",1,0.4000987410545349,joy
As the oldest of five and my mother going through it. There are a few times I recall my dad getting to this point.<br>Now I understand why my Dad loves It&#39;s A Wonderful Life ❤️,2,0.6270595788955688,love
Anyone who is not where they&#39;d hoped to be over the age of 30 can relate to George&#39;s anger.  He wanted to see the world and instead he has a family and is wanted by the authorities.,2,0.888441801071167,love
George Bailey is a punk. He verbally abused his wife and children He physically assaulted his brother BIlly and threatened his child&#39;s teacher. In addition to being a drunk and unstable he was a terrible businessman. In today&#39;s world of finance he would have been charged with fraud and mismanagement. How is this guy a hero to anyone?,2,0.5400878190994263,love
Every role he took on he made completely relatable,1,0.7699105143547058,joy
I remember my mom and dad crying at 530 in the morning cause they couldn’t afford the house anymore but they woke us up it was 1993. But my grandma helped us out with my grandpa who was a ww2 vet I miss him greatly he lived right next to us he taught me a lot.,2,0.7953384518623352,love
The scene where he grabs his son and cries terrors me apart.,2,0.8035772442817688,love
"I completely understand how George is feeling in this scene. But just because you&#39;re frustrated, doesn&#39;t mean you have to treat everyone else frustrated too. <br><br>George <b>SHOULD HAVE</b> told Mary and his kids that Uncle Billy wasn&#39;t being very careful with the money and that he was really VERY frustrated at him for losing it, instead of taking his frustration out on <i>them.</i> 😢",2,0.7886603474617004,love
"It’s horrible to see even a good man like George take his anger out on his family. Also, seeing a phenomenal human being like Jimmy Stewart upset and in tears like that is heartbreaking. Everyone’s reactions here are gut wrenching.",2,0.7988406419754028,love
Been there and still there with my crazy mom who doesn&#39;t listen and still keeps making mistakes. Please pray she wakes up from being stupid.,1,0.5033880472183228,joy
I bet Mary was about to say ‘Go’ or ‘Leave’,2,0.9389635324478149,love
"If that happens to you once in a lifetime it&#39;s too many times. I have never watched this movie all the way through, but I will now.",2,0.6119740009307861,love
Knowing that he channeled his PTSD for this makes it so much more impactful.,1,0.5818516612052917,joy
