comment,Emotion,Score,Mapped_Emotion
"this scene triggered me so badly, i&#39;d just been discharged from partial hospitalization and watched this in summer school... I sat in the parking lot after trying not to cry",2,0.6100863814353943,love
"Logan Lerman is a gift. How he acted in this made many people in my family have a “ah fuck” moment if you will and say I remind them of Charlie and how Charlie reminded them of me. Thank you Charlie for all the help when I want to break.<br>Sincerely,<br>A friend",2,0.9294015169143677,love
The acting&#39;s great but the editing sells it just as much,1,0.5519399046897888,joy
"I related to this scene so much. I was sexually abused by my aunt and I thought it was normal until I was 16. I was ashamed to admit what she did to me. I was embarrassed to admit a woman abused me, especially since I’m male. It was even worse when my family (my mom’s side, my dad believed me) said I was lying and an attention seeker.",2,0.5606153011322021,love
Fuck man,3,0.3730330169200897,anger
I feel so dumb I didn&#39;t get this right away and didn&#39;t understood why he was blaming himself for her death. I really thought he looked up to his aunt and only got the hint when he was writing those letters. I&#39;m so naive.,2,0.7581339478492737,love
It truly is a horrible thing to be depressed to the point of suicide. You literally try to think of all the ways to kill yourself and what would be the least painful for you and others. Sadly most attempts fail which leaves people in an even worse state. Depression doesn’t mean “sad” it is much more than that.,0,0.7969208359718323,sadness
&quot;my dad can&#39;t afford that&quot;<br>&quot;Don&#39;t worry about that.&quot;<br>What?,2,0.8313855528831482,love
Joan Cusack is a SEVERELY UNDERRATED unsung hero of an actress.,1,0.5517070293426514,joy
They&#39;re such great actors,1,0.6274769902229309,joy
I didn&#39;t get it can yall say does anyone know about it other than Charlie himself????,2,0.8282595872879028,love
"<a href=""https://www.youtube.com/watch?v=pWbrPDoi2RM&amp;t=3m25s"">3:25</a> I relate to this so hard",1,0.4376724064350128,joy
this part is all too real. trying my best every day to recover from my childhood and I have this movie to thank in part. nothing’s completely hopeless.,1,0.7392409443855286,joy
It&#39;s literally me,1,0.32148364186286926,joy
Really hard to watch but also incredibly well done. So perfectly executed and emotional but so disturbing.,1,0.8539431691169739,joy
"the scene with him crying is so sad, I basically did the same thing and would always find ways to try to make myself stop crying because I would get bullied for crying or shamed for it",0,0.6499274969100952,sadness
Charlie showed what panic attack looks like before he ended up in a hospital,2,0.5012456178665161,love
Omg she from shameless🤦🏾‍♀️,2,0.44956448674201965,love
this scence breaks me,2,0.8914644122123718,love
"They honestly wouldn&#39;t allow the lamp or the flowers to be in his room. It&#39;s dangerous. Also, I in a way am just like him.",0,0.39921650290489197,sadness
I love nina dobrev she is always playing a nice person and I here she is nice irl,2,0.7766083478927612,love
this is the part where i mildly shouted WHAT THE FUCK AUNT HELEN at the movie theater,2,0.7044970393180847,love
my comfort film,1,0.6303276419639587,joy
This bit here was great movie making.,5,0.5501110553741455,surprise
"I keep coming back to this, ig it’s Bc I have my own abuser.. sexual abuser , this just makes me feel like I’m not alone",2,0.7644370198249817,love
This scene always makes me sad and I break down...,3,0.5024785995483398,anger
What did the police do once they got there?,2,0.6003746390342712,love
"As a older man this movie helped me open up to those I love, about my past . ....it was the beginning of my healing.",2,0.8907612562179565,love
My biggest flex is that I didn&#39;t cry when I saw this,2,0.8684092164039612,love
"Without this great music, this scene wouldn&#39;t be half as emotional. The music adds so much.",1,0.812194287776947,joy
Is anyone creeped out by the idea that Charlie&#39;s molestation might have happened right in front of his sister? And she never even knew about it?,2,0.8389150500297546,love
Can someone recommend me a movie or a book similar to this?,0,0.5716344118118286,sadness
This movie is my favourite because as someone who’s dealt with this kinda stuff I can relate <br>10/10 would watch again,2,0.5092355012893677,love
Is that Jessie from Toy Story??,2,0.7339212894439697,love
This twist was everything to me. I felt so attached to her aunt that when it was revealed. I couldn&#39;t stop crying that I had to watch the last part again.,2,0.7884445786476135,love
He is an amazing actor and this is a truly stunning performance and great representation. -an actual teen with PTSD,2,0.7528603076934814,love
Ah man that therapist reminds me of all the others. Just a heartless piece of crap that puts a fake smile on to pity you only for their paycheck.,2,0.8725177645683289,love
"This scene scares me sometimes , it reminds me of bad times . But then I remind myself Charlie was better in the end of the movie I will be too!",2,0.8387209177017212,love
"Believe me, I could imagine his pain. <br>I also went through it, thank GOD My Best Friend and my Dad had saved my life 4 years ago, although I still have my scarred left wrist. But, I don’t seek vengeance,  Just forgiveness from Jesus and to get better and blessings for the person who hurt me😢. <br>Believe me, I’m more better than before and it made me STRONGER!<br>Thank GOD!😊🙏🏻",2,0.8768446445465088,love
"She was kinda harsh, wasn&#39;t she? She basically said &quot;Charlie, my way or the highway&quot;",2,0.7363789677619934,love
Love this  movie of mental heath and begin diffrent is a good thing and begin true and best of our yourself❤,1,0.6356313228607178,joy
"„Just tell me how to stop it [...] Seeing it. All their life’s, all the time - just, how, how do you stop seeing it? [...] There is soo much pain and I, I, I don’t know how to not notice it. [...] No, not me, it’s them, it’s everyone. It never stops, do you understand?“",2,0.783081591129303,love
Doctors and nurses think that they cam cure people especially with a mental illness. They know that is not true. They cannot do anything. People are so bought that they feed into that there is help. THE MENTAL HEALTH SYSTEM IS BROKEN. post traumatic stress disorder. Deppression. Borderline personality disorder anything cannot be cured,2,0.5395253300666809,love
"He really beat all 3 of them dudes up, why didn&#39;t he just beat that big ole red head up in the face instead of pushing him? that red head was doing most of the punching.",2,0.709933340549469,love
First time watching this I almost cried cause I thought he was gonna kill himself,0,0.7426166534423828,sadness
"Those&#39;s Rose from two and half men,  wow, gurl, you&#39;re being worster..! 😂",2,0.4729800820350647,love
"At <a href=""https://www.youtube.com/watch?v=pWbrPDoi2RM&amp;t=2m23s"">2:23</a> is it his aunt who cut herself ...?",2,0.5525864958763123,love
"“There is so much pain... and I ugh... I don’t know how to not notice it. No it’s not me.... it’s everyone, it never stops” this is an underrated comment for me. It all trickles down and throughout everyone person you know including urself. Being abused, molested, lied to, and neglected. Some people really do see more in detail and it can take a certain toll on them. I wish everyone I loved and even to those I don’t know never have to feel pain ever again",0,0.4388429820537567,sadness
Wouldn’t recommend anyone listens to this on mushrooms,2,0.6543586254119873,love
🎓,2,0.40193936228752136,love
Amor,2,0.9463328719139099,love
As vantagens de  lnvisivel,2,0.48701491951942444,love
Amazing acting from Logan 💙,2,0.9246107935905457,love
"When I saw this movie for the first time (I only watched it once), I was so confused watching the flashbacks. This scene though... You know that feeling when you&#39;re so upset that you could throw up? That&#39;s what I felt watching this scene. People like Charlie&#39;s aunt disgust me, no one, let alone a <b>child</b> should experience this! What is wrong with people?!",0,0.43176621198654175,sadness
This movie is the reason why I was able to deal with the fact that my cousin molested me when I was younger. No one know how much it destroys relationships and your brain. How it makes you react to things that no one else would react to. How it feels like everything is going wrong and you’re a burden.,0,0.469385027885437,sadness
"In my opinion this sick, perverted aunt got off way too easy by committing suicide. She abused and violated Charlie&#39;s trust and took advantage of him... probably because she failed in relationships with adult men or she was just too pathetic to find an adult man to be in a relationship with. Whatever the reason suicide was an easy way out for her.",2,0.6442206501960754,love
"Hardest part is learning that the people whom you thought will understand, never really understood a thing",2,0.4888862669467926,love
That hospital room is not safe for a suicidal person,0,0.6456921696662903,sadness
When I realised what had happened to him I started to crack and when he was ordering himself to stop crying I felt shattered.  I think anyone who has ever had an anxiety attack and ordered yourself to stop because you know you’re on the brink can relate to that scene.,2,0.7897876501083374,love
Till this day this scene breaks me they did so good Nina voice omg,2,0.8560820817947388,love
"<a href=""https://www.youtube.com/watch?v=pWbrPDoi2RM&amp;t=2m34s"">2:34</a> FBI OPEN UP",1,0.5834137201309204,joy
"<a href=""https://www.youtube.com/watch?v=pWbrPDoi2RM&amp;t=3m24s"">3:24</a>",1,0.376997709274292,joy
Teens nowadays want this shit happening to them.,2,0.9306604862213135,love
I hate that the number one comment on this is that we&#39;re broken. We&#39;re not broken. People did horrible stuff to us and we may have broken but we were kids and we didn&#39;t have much else we could do. We get better. We get older and stronger and we work on ourselves and we rebuild. WE&#39;RE SO FUCKING AMAZING AND ABLE TO GROW AND CHANGE AND ONE DAY WE SEE IT ISN&#39;T OUR FAULT AND IT NEVER WAS AND WE GET TO BE WELL. You can be well. You can wake up almost every day happy and proud of who you are. On the days you aren&#39;t you can be there for yourself and not punish yourself. It&#39;ll take work but it&#39;s there. Its as real as anything else in this fucked up world. DON&#39;T LET PEOPLE WHO DON&#39;T KNOW WHAT IT&#39;S LIKE TELL YOU YOU CAN&#39;T REBUILD YOURSELF BECAUSE YOU CAN. People like feeling like they&#39;re smart and know all the answers and &quot;Oh look at those poor kids with their broke psyches&quot; FUCK THAT!,2,0.8447409868240356,love
"I feel ya 😔. I am actually dealing what charlie&#39;s dealing with since high school &#39;til now. Its kinda really hard for me because no one knows what i really feel. I never open up myself to anyone. I overthink all the things of what will happen if i tell them. Thats why now i still dont know what really is the answer to what i feel. I did not consult anyone even an expert about this coz i really have a hard time talking to someone. Most(or few) of us, deals with this kind of feelings, are not participating because we are not a good speaker nor having confidence to stand facing other people. Sorry if i dont elaborate very much coz its hard for me till now.",2,0.7979075312614441,love
"this was one of the best representations of a suicidal breakdown I&#39;ve ever seen. but then, the illusion was totally ruined by the fact charlie was alone in the hospital room with flowers AND two lamps. way too dangerous. the only lights in most psych ward rooms are leds in walls. and flowers? not unless you&#39;re a low-risk longterm patient. and it was so realistic until then too! argh idk why im so pissed over these tiny details.",1,0.5812151432037354,joy
charlie became a famous author and changed his name to Sydney Hall,1,0.6362841725349426,joy
"The acting, cinematography, editing, and directing in this scene is unbelievable. Seriously, if anyone writes this movie off as another YA trendy film, they need to watch this scene and rethink that ideology.",1,0.8136661052703857,joy
This hit me hard when I watched this scene..I never had a breakdown but I also lived through a similar event. <br>It&#39;s weird and I don&#39;t know how I deal with it but I sometimes do realize certain things I do happen at unconscious level...like.. my aversion to priests and lack of trust issues with strangers to a weird level or things that arise with any shred of intimacy.<br>I realized something the other day.<br>I feel like I&#39;m being used. I feel like I&#39;m just a body and I feel like anyone that tries to get close to me in any intimate/romantic sense has wants something from me. Deep down I know there are issues but I guess I grew comfortable with shoving it deep in my subconscious where I can&#39;t actually see anymore. I guess this scene helped me realize something that has always been there. <br>It&#39;s ok to not be ok.,2,0.6942545771598816,love
"It’s terrible when children are molested, doesn’t matter if it was a stranger, a friend or a family member. It’s a crime and they must be stopped.",0,0.850788950920105,sadness
"This is hard to watch because I can relate to Charlie a lot, and it brings back memories of guilt and substance abuse I did to deal with pain, some people  chose to self - harm with razors, I chose to do it with drugs and alcohol. I’ve been through so much abuse that I can’t even look people in the eye. I don’t go outside because I hate my appearance. I avoid mirrors, photographs and any kind of intimacy. I tell myself I can live alone but truth is I crave affection and I am shamefully addicted to porn because those 4 seconds of no obsessive suicidal thoughts and “pleasure”  are the only thing in my life that “help” me in some way. I have had anxiety and OCD as long as I can remember and was terrible at school, everyone thought I had a cognitive delay and discussed it behind my back.",2,0.7549090385437012,love
This movie got to me on a personal level.,1,0.5865832567214966,joy
"&quot;Dear Friend&quot;<br>So, back when I was in college in the 90s, my college girlfriend told me that the main character of this book kept reminding her of me. I was a little curious, but couldn&#39;t do much about it because I struggled with reading comprehension. However, since then, I have seen the movie and I am in the process of getting the book to read now that my reading comprehension has improved.  I know that it&#39;s been awhile since I have been in high school, but I&#39;m anxious to find a &quot;relatable character&quot;. I am writing this specifically to try to reach someof the other Charlies out there, if you have healed from whatever happened, how did you do it ? Were you ever able to genuinely trust and be able to give and receive love? Thanks for your time.<br><br>                             Love always,<br>                                           John",2,0.7344317436218262,love
That’s not what psych wards look like there’s so many ways you could hurt yourself in that room. The lamps alone . . .,2,0.8950810432434082,love
"She pushed a little to hard if that was the first meeting, risky but to each his own",2,0.606456458568573,love
I read all the comments but I’m still having a little bit of trouble understanding this movie I saw it the first time and I still didn’t quite understand could somebody please explain it.  Did his aunt do something to him,2,0.8948931694030762,love
“Where am I?”<br>“Anewkenfllskeldk hospital.”,2,0.4400474727153778,love
Did his aunt molest him? how and why?,0,0.7035620808601379,sadness
I was waiting for his suicide attempt by they didn’t show it.,0,0.8074924349784851,sadness
&#39;&#39;There is so mu..ch p..pain and I dont know how to stop it&#39;&#39;.,2,0.6726683974266052,love
I see myself in this scene. I see the battle going on and it hurts. Charlie is fortunate enough to have family that love and support him.<br><br>My heart thinks to those who don’t.,1,0.6236923336982727,joy
"<a href=""https://www.youtube.com/watch?v=pWbrPDoi2RM&amp;t=3m31s"">3:31</a>",1,0.3802953064441681,joy
"<a href=""https://www.youtube.com/watch?v=pWbrPDoi2RM&amp;t=4m36s"">4:36</a>, He&#39;s in pain! For pity&#39;s sake, give him a damn moment to compose himself.",2,0.6082086563110352,love
Did he actually cut himself or did they get there before he had the chance?,2,0.7919386625289917,love
This scene captures so much of my life.,2,0.4670971930027008,love
Does he kind of remind any of you of Donnie Darko in this movie!?,2,0.6748042702674866,love
I go through depression as well,0,0.8888593316078186,sadness
The accuracy,1,0.5347307920455933,joy
IM JHEWDUJHAJKS,2,0.3132126033306122,love
