comment,Emotion,Score,Mapped_Emotion
I wonder if I survived,1,0.7404592633247375,joy
omg.... and you can&#39;t even get away.  Horrible.  This is the remake of the 50s classic WHEN WORLDS COLLIDE.,1,0.6008791923522949,joy
Why did you cut the scene before the end ?The Wagner&#39;s music can&#39;t be interrupted until the end !This is a pity mayby 3mn more missing.,0,0.5244107246398926,sadness
This fucking pos student film SUX!!,1,0.45485955476760864,joy
"There&#39;s a kind of beauty in that form of extinction. Instant, clean. Boom, and it&#39;s over, no sickness no disease no famine just poof.",2,0.5098686218261719,love
"Justine was stoic, the boy was calm and accepting, and Claire was in utter terror and misery right to the very end. So much could be said about this film.",0,0.39182594418525696,sadness
When Lunar Princess Ranni shows up to the party...,2,0.4923460781574249,love
This movie looks dumb,5,0.3068668246269226,surprise
Why do rouge planets have to be so big?,1,0.7009763121604919,joy
ERMMM THATS NOT SCIENTIFIACLLY ACRUATE 🤓,1,0.8883307576179504,joy
"Dunst was awesome here. And the movie itself is fantastic. Unfortunately it tried go too far in places, and it kind of stinks of intellectualism for intellectualism&#39;s sake. Sometimes I wish Hollywood movies were more European and European movies more American...",1,0.8975123167037964,joy
Where cna I watch this movie,5,0.3005475103855133,surprise
"Should’ve played the Song of Time to go back to the 1st day, smh",2,0.7258189916610718,love
"A true feel-good flick if there ever was one. Kudos, Lars",2,0.4723556935787201,love
"Why the heck are they looking away? If I&#39;m going out, might as well enjoy the show while I can",2,0.598474383354187,love
This director gives me bad vibes I can bet all my money he’s been on a Epstein flight before,2,0.9438888430595398,love
Mankind would’ve been eradicated long before the moment of impact. Having a bigger planet approaching earth will disrupt the climate and gravity so much that it would be impossible for either human or animals to survive.,0,0.9101932048797607,sadness
"The funny thing is, I could almost not emphasize with justine, as I see very little of me in her. But damn I got massive creeps about how similar I am to Claire😟",2,0.9331246018409729,love
Bring it on.,2,0.5548354387283325,love
"The sun rises on the last day <a href=""https://www.youtube.com/watch?v=koOQGxD4YLQ&amp;t=0m21s"">0:21</a>",1,0.5774561762809753,joy
"I remember staying awake at night thinking about this movie when I first saw it. Literally everything, including the ground under your feet, is gone by the end of this movie. Like all of history is gone",0,0.3480747938156128,sadness
As everything went dark at the end the cinema was silent for 5 min. Even today after watching the end i paused for a while.,0,0.33639857172966003,sadness
666 views,1,0.547434389591217,joy
The music is so good.,1,0.7725775837898254,joy
This is a scene that i always come to whenever i want to cry and suffer for non-existent problems in my life,2,0.7050459384918213,love
That built up rumbling noise is really terrifying,1,0.5949326157569885,joy
Close your eyes,2,0.38850170373916626,love
wow,5,0.6624539494514465,surprise
"Aside from the fact that the science is totally off in this scenario (gravitational and tidal forces would have shattered the earth apart along its center line toward the other planet long before there was an actual collision), I must applaud this scene for expressing so much emotion without one word of conversation. Great acting and directing.",2,0.801238477230072,love
Now that’s how I fucking die  with a big blast,2,0.36838099360466003,love
"I&#39;ve been a movie fanatic since I was 8.  35 years ago. I&#39;ve seen some movies up to 30..40 times.  There are 3 movies that I&#39;ve seen only once and swear to God that I&#39;m never gonna see them again. This one, On the beach with Armand Asante( I highly recommend it) and Requiem for a Dream.  I just can&#39;t get true the emotions again...",2,0.7974379062652588,love
Someday this will come to all of us; fast or slow.,1,0.8805001974105835,joy
"With a such end you don’t have to pay the salaries of all the team, since they are cremated alive 😂",2,0.5015087127685547,love
Kirsten Dunst mamasita ❤❤❤,2,0.9154385924339294,love
That was her escape.,4,0.3928530514240265,fear
I’m sick of movies about mental illness. If I’m a writer I’m probably creaming just thinking of writing another one,1,0.5526949763298035,joy
I&#39;d love to experience this scene in virtual reality,2,0.7190890312194824,love
"If your not depressed before watching this movie, you will be afterwards.",0,0.9123144149780273,sadness
that&#39;s a movie that stands out.,0,0.3132553696632385,sadness
Why does everyone seem to love that cheating whore Justine? 🤨,2,0.9510943293571472,love
i agree with all the 1 star reviews on netflix  TERRIBLE TERRIBLE TERRIBLE!!!!!!,2,0.6375656127929688,love
Lasr is a GENIUS,2,0.6967902779579163,love
I like These Final Hours better,2,0.7605403661727905,love
I mean what are you gonna do at this point-there’s no escaping. Might as well just sit there in your stick tent and accept Your fate-thankfully you’ll go quickly.,1,0.5198297500610352,joy
Imagine an astronaut on the moon watching this...😁.,2,0.3374011516571045,love
One of the most amazingly done ending ever. I think this one will be a one time watch for me. It was alot,2,0.8714699745178223,love
So <i>thats</i> what Kim Kardashian&#39;s poor toilet seat has to endure every day,2,0.8184112310409546,love
Music sucks…!!,1,0.6546429395675659,joy
I might be crazy but I&#39;d be eating popcorn watching this happen. It might be the end of the world but it would also be a beautiful sight to see 😂,1,0.6590772271156311,joy
Kinda funny this was uploaded before &quot;the end of the world&quot; so to speak since that it&#39;s already been almost ten years later....,2,0.6675652861595154,love
One of the movies where the world actually ends,2,0.4953450560569763,love
"<a href=""https://www.youtube.com/watch?v=koOQGxD4YLQ&amp;t=3m16s"">3:16</a> Did they just evaporate? Or was that dust??",2,0.48837611079216003,love
I couldn&#39;t imagine sitting there knowing that all of humanity is going to end and you are going to die that would be horrifying,2,0.4878018796443939,love
well crap,0,0.5327838659286499,sadness
NIBIRU-HERCOLOBUS 24 de abril 2034 END OF THE WORLD...,1,0.44637706875801086,joy
"How to survive this: 1: end your missery, 2 (best one): be the cameraman.",1,0.6556822657585144,joy
no sequel? 😂,0,0.36719998717308044,sadness
"When it came down to the end, the perceived weak person was really the strongest person.",1,0.5651759505271912,joy
0/10 horribly cropped,1,0.5117560625076294,joy
I&#39;m  waiting for the sequel.....,2,0.5582284927368164,love
Masterpiece …❤️,1,0.7021375298500061,joy
Why do I watch things that make my existential crisis so much worse,0,0.6072036623954773,sadness
Kirsten Dunst breast brighten my time waiting for the impending doom 🤪,2,0.8064081072807312,love
"Could have used a more up-beat ending. Like after all this she wakes up and it was all a dream, and Louis Armstrong&#39;s &quot;What a Wonderful World&quot; starts playing. 😀",1,0.6535767316818237,joy
Justine: [to Leo and Claire as Melancholia approaches] Hold my hand. Close your eyes.,2,0.7847239375114441,love
I wonder if they lived,1,0.5015289187431335,joy
Tbh i prefer to die like this than to dying of illness slowly on the bed.,2,0.6318293213844299,love
This film so wonderfully explores depressives.  It’s beautiful as well.  One of my favorites.,1,0.8643007278442383,joy
"I just wanna say, fuck her husband for stealing all the pills and leaving his wife and a small son to die like this",2,0.9073279500007629,love
Golly. I love this music and movie so much. To focus on the end scene was a treat. Thank you for posting.,2,0.4952736794948578,love
"nowadays this scene hits so hard. Even without global warming, there are so many possibilities that could end the world as we know it that we have no control over. For me at least I always try to avoid the thought of what happens after death since good or bad at the end of the day I don&#39;t want to leave what I already have.",2,0.8927227854728699,love
"As a depressed person, I would be so mad if the other planet suddenly flipped a U-ie. Come back here and kill me damn it!",0,0.8590371012687683,sadness
