comment,Emotion,Score,Mapped_Emotion
"I don&#39;t get it. Why does Philly has relation with Nino,is that she wants to kill Neff?It doesnt makes to me,kill Neff cnat solved anything,she doesnt have the motivation, can somebody explain  it?",2,0.7785402536392212,love
Too bad Stanwyck never got the chance to play Lady MacBeth.,2,0.8522850275039673,love
"Fred was very good playing warm comedy rolls, Absent Minded Professor, Follow Me Boys, but even better at playing bad guys, Walter Neff planning a murder, Lt Tom Keefer double-dealing with Military Justice &amp; his friend&#39;s life and Jeff Scheldrake playing with the hearts of emotionally involved young women &amp; abusing his power as an executive.",2,0.8399665951728821,love
"Just watched this gem for the first time and it is excellent!  Gonna be watching it again real soon.  One question:  why is Walter wearing a ring on his left-hand ring finger if he is single?  I know not every ring is a wedding ring, but that&#39;s what it means when you wear it on the 3rd finger of your left hand.  A pinkie ring or class ring, I understand.  But this is weird.  Great flick!",2,0.7317072749137878,love
HOUSE OF CARDS,2,0.38598373532295227,love
"A dame with gorgeous gams, a rich old man, a gat, and a lonely house with nothing but bourbon and Chanel to stink up the wallpaper. Now THAT&#39;S danger.",2,0.70587557554245,love
Billy Wilder brought me here.,2,0.8290151953697205,love
she set him up so beautifully. like a pro that she was.,1,0.7831426858901978,joy
I wonder if you wonder....,1,0.5568932890892029,joy
"Just seen this film, wow, mind....blown. Really good film!",1,0.7366244792938232,joy
Two very mature Greats and they&#39;re on top of there game in this one.,2,0.528145432472229,love
"A fine Billy Wilder film written by Wilder, Raymond Chandler and James Cain, who wrote the novel. I wish I&#39;d never seen it, so I could experience it for the first time.",1,0.4735729992389679,joy
I love this movie so much!!!! I love Barbara Stanwyck,2,0.9431110620498657,love
Awesomeness.,2,0.4852716028690338,love
The Underwoods 🔥🔥,2,0.2454189509153366,love
House of CARDS BROUGHT ME HERE!!,0,0.5536958575248718,sadness
House of cards brought me here,0,0.5887665748596191,sadness
HOUSE OF CARDS!!!!!,0,0.38417360186576843,sadness
Suppose,2,0.9229300618171692,love
This movie should be in the public domain....it&#39;s a shame ....this is good acting,1,0.761195957660675,joy
Oh Fred.,2,0.7969507575035095,love
"Good old Fred MacMurray is so damn sexy in this. Barbara Stanwyck too, of course, but that goes without saying..",2,0.8365870118141174,love
Great back and forth dialogue.  I heard that Stanwyck was bi-sexual.  So was Joan Crawford while Agnes Moorhead was a lesbian.  Great line:  &quot;I wonder if you wonder?&quot;,1,0.657662034034729,joy
"<a href=""http://www.youtube.com/watch?v=ZKdcYnlkhx8&amp;t=0m53s"">0:53</a> This is how you out sass someone. Well said Barbra.",1,0.4909549355506897,joy
&quot;That tears it.&quot; lol,2,0.8737701177597046,love
"This scene has been running through my mind for days now, usually while I&#39;ve been driving, and I had to watch it again. &quot;There&#39;s a speed limit in this state, Mr. Neff. 45 miles an hour.&quot;",1,0.45808783173561096,joy
great movie,5,0.6154562830924988,surprise
"Gosh, I miss acting in movies. I&#39;m bored of realistic method acting. That&#39;s why Silence of the Lambs and a few actors are like Meryl Streep, Jennifer Lawrence, Daniel Day Lewis, are popular. They act the old school way.",1,0.6341126561164856,joy
Was this filmed in Los Angeles?,0,0.32923492789268494,sadness
"I LOVE THIS MOVIE!!!!! I love how even though the actors are good (for their era) at emulating &quot;realistic&quot; and nonchalant dialogue, it still comes off as a &quot;performance&quot; (esp. from Fred MacMurray), but I LOVE it, it gives it a bit of a theatrical edge that many great movies today have lost due to being hyper-realistic.",2,0.5033033490180969,love
"Wow! Billy Wilder.  What a writer.  The dialog in this scene is fun, to say the least. ",1,0.76516193151474,joy
"A fantastic film which has aged very well indeed. Tight and twisty plotting, engagingly sparky dialogue, meticulous and nuanced performances. And the detailed insider &quot;dope&quot; on insurance and scams is a delight. There&#39;s not a slack moment in this film. Tremendous continuity editing too. Oh, and no happy ending and Oedipal trajectory.",2,0.5425247550010681,love
"How could I now that murder would smell like honeysuckle? Maybe you would ahve known, Keyes.",2,0.661993145942688,love
"WOW, this film has everything, a film I watched back in the sixties when I was a teenager. Loved it then as I love it now, one of the best. x.",2,0.7864758372306824,love
L.A. Noire brought me here.,0,0.61128830909729,sadness
One of my favorite movies ever. Barbara Stanwyck was so damn sexy.,2,0.5181626677513123,love
i love you too Keyes ,2,0.9616618156433105,love
&quot;I wonder if you wonder&quot;.  A Raymond Chandler(creator of P.Marlowe) moviescript. I believe his only one and Billy Wilder Directing. Razor sharp dialogues and great shots. A delicious story about lust and betrayal. Film Noir At it&#39;s finest with Edward G Robinson. And what about the music and the opening. One of the best movies ever made and somehow it always reminds me of My other Noir favorite Blood Simple.,2,0.6149610280990601,love
"This dialogue blew my mind the first time I heard it. I was slapping my knee, laughing and astonished by the audacity of these two. Perhaps it won&#39;t end well for him...",2,0.5046833753585815,love
One of the best movies ever made,1,0.8771495223045349,joy
